date,tweet,sentiment
Fri Mar 23 02:26:48 +0000 2018,"#bitcoin Do not worry, the great Sal told us that 9k is the absolute and final bottom. It can never go under 9k!",1.0
Fri Mar 23 02:27:18 +0000 2018,"1c4433fe7d5b80456690cd24b3294236d359899753146d6bb54b880621f1a9e3/1
says: Moving Mbit!
#opreturn #bitcoin",0.0
Fri Mar 23 02:27:38 +0000 2018,"403bccf9c8dd5e8452ba51a90801130c65b59174d2b950355d6cbe8d6dd0ca25/1
says: Moving Mbit!
#opreturn #bitcoin",0.0
Fri Mar 23 02:27:50 +0000 2018,"$BTC broke down $8600. Lookin for a hard bounce from 8400, or $7300 is in play. #bitcoin",-1.0
Fri Mar 23 02:27:53 +0000 2018,2008. The world was falling apart. 2018 the world is still falling apart. Care to predict what bitcoin’s role will be?,0.0
Fri Mar 23 02:28:25 +0000 2018,@MacroScope17 Complete mass manipulation. Without it bitcoin would be nowhere.,1.0
Fri Mar 23 02:29:20 +0000 2018,If dow crashes be ready.... #bitcoin,1.0
Fri Mar 23 02:29:26 +0000 2018,"Two consecutive lower highs and lower lows.
We're in a downtrend again.
#bitcoin",0.0
Fri Mar 23 02:29:39 +0000 2018,"I just dropped a Bitcoin into the ""Feel Better Otis"" boot. #ChicagoFire",1.0
Fri Mar 23 02:30:01 +0000 2018,"BTC-BAT AskRate: 0.00002380 #Bittrex  #BAT $BAT #Basic Attention Token #altcoin #bitcoin #cryptocurrency
 ♥ FOLLOW for PROFIT",1.0
Fri Mar 23 02:30:03 +0000 2018,"1 bitcoin = $8514.08 / 6910.453€
1 bitcoin-cash = $979.052 / 794.647€
1 ethereum = $521.758 / 423.484€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 02:30:03 +0000 2018,One Bitcoin now worth $8428.79@bitstamp. High $9099.590. Low $8377.290. Market Cap $142.720 Billion #bitcoin,1.0
Fri Mar 23 02:30:02 +0000 2018,"Bitcoin:$8514.08
Ethereum:$525.827
Bitcoin Cash:$979.052
Litecoin:$158.993
Ripple:$0.637571
IOTA:$1.2709",0.0
Fri Mar 23 02:30:02 +0000 2018,"Bitcoin:$8514.08
Ethereum:$525.827
Bitcoin Cash:$979.052
Litecoin:$158.993
Ripple:$0.637571
IOTA:$1.2709",0.0
Fri Mar 23 02:30:26 +0000 2018,#SUB Price is 0.00004714 (-0.00000140) #BTC / 0.39587 (-0.02144) #USD. Market rank is 115. #substratum #bitcoin #blockchain,-1.0
Fri Mar 23 02:30:28 +0000 2018,#ADA Price is 0.00002267 (+0.00000001) #BTC / 0.190338 (-0.00454) #USD. Market rank is 6. #cardano #bitcoin #blockchain,-1.0
Fri Mar 23 02:30:30 +0000 2018,#DASH Price is 0.0473071 (+0.00007240) #BTC / 401.192 (-5.08800) #USD. Market rank is 12. #dash #bitcoin #blockchain,-1.0
Fri Mar 23 02:30:31 +0000 2018,#XEM Price is 0.00003342 (-0.00000032) #BTC / 0.280647 (-0.00944) #USD. Market rank is 13. #nem #bitcoin #blockchain,-1.0
Fri Mar 23 02:30:33 +0000 2018,#EOS Price is 0.00077814 (-0.00000636) #BTC / 6.53418 (-0.21354) #USD. Market rank is 7. #eos #bitcoin #blockchain,-1.0
Fri Mar 23 02:31:03 +0000 2018,@michaelbatnick What is bitcoin ? Niagra falls ?,0.0
Fri Mar 23 02:31:05 +0000 2018,@crypto_lily @MichaelSuppo @boxmining @TheCryptoZombie @CryptoLeung Correction: Not Bitcoin Brothers but instead it's Crypto-Bit Brothers,0.0
Fri Mar 23 02:31:14 +0000 2018,"Hello humans, #Bitcoin is currently around $8477.23 as of Thu Mar 22 21:31:10 CDT 2018",0.0
Fri Mar 23 02:31:21 +0000 2018,Bitcoin value: $8450.66,0.0
Fri Mar 23 02:31:41 +0000 2018,"#Bitcoin is testing the support zone 🧐
If this support zone is broke then next support is around $8k 🤓
#btc #trading #cryptotrading#crypto",0.0
Fri Mar 23 02:32:00 +0000 2018,@Marc_Brownstein Did he tell you about bitcoin?,0.0
Fri Mar 23 02:32:50 +0000 2018,@shitposterchild @cryptostardust Corn is short for Bitcorn is slang for Bitcoin,0.0
Fri Mar 23 02:33:35 +0000 2018,"@Blockchair @ivivekkm @nikzh @linuxi0n @Sachi_Miura #Bitcoin has future, #Bcash doesn't",0.0
Fri Mar 23 02:33:39 +0000 2018,"woah big drop on #btc #bitcoin just now 8300 range #binance

#altcoin",0.0
Fri Mar 23 02:33:47 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:34:19 +0000 2018,@khunFYP @btc_manager maybe because you're hysterical when someone calls bitcoin cash a scam,-1.0
Fri Mar 23 02:34:42 +0000 2018,"@movementsjpg I wish I could but I have my money tied up in bitcoin and my future, sis. I’m sorry. I hope you fine another way 🤙🏽",-1.0
Fri Mar 23 02:35:17 +0000 2018,Why does everyone who likes bitcoin look like a gym teacher that takes it too seriously?,-1.0
Fri Mar 23 02:35:39 +0000 2018,Bitcoin was a good investment while it lasted,1.0
Fri Mar 23 02:35:47 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:36:13 +0000 2018,@CryptoLeung So when inflation happens people will have no choice to turn to Bitcoin😎,0.0
Fri Mar 23 02:36:50 +0000 2018,"Fri Mar 23 03:36:21 2018 (11:03)
USD : 8411.70
Wght: 0.42
Blk#: 514751
Size: 706.2 KB
TXs:  1250
Pool: 41 (0.0 MB)
#bitcoin",0.0
Fri Mar 23 02:37:05 +0000 2018,Current price of Bitcoin is $8650.00 #Bitcoin #Bithound,0.0
Fri Mar 23 02:37:11 +0000 2018,New #bitcoin block 00000000000000000026d81defd2989c8d311898a4a4029d62fdcea219e3347e mined at height 514751.,1.0
Fri Mar 23 02:37:31 +0000 2018,Beanie Babies are the next Bitcoin don’t @ me,0.0
Fri Mar 23 02:38:42 +0000 2018,BITCOIN IS AN ASSHOLE,0.0
Fri Mar 23 02:38:50 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:39:01 +0000 2018,"The #BitcoinPizza would be worth US$85,140,800.00 right now (down -6.16% in the last 24 hours): #Bitcoin",1.0
Fri Mar 23 02:39:13 +0000 2018,@ArmyStrang This is literally bitcoin,0.0
Fri Mar 23 02:39:41 +0000 2018,Weeeeeeeeeeeeeeeeeee $BTC #BITCOIN,0.0
Fri Mar 23 02:40:04 +0000 2018,"1 bitcoin = $8450.62 / 6858.945€
1 bitcoin-cash = $975.709 / 791.934€
1 ethereum = $520.671 / 422.602€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 02:40:52 +0000 2018,No deal room services at this time! #Blockchain #Bitcoin,0.0
Fri Mar 23 02:41:01 +0000 2018,"So this is the plan. Spread some fake news when #bitcoin rises so all the fools sell and we collect
#BTC",-1.0
Fri Mar 23 02:41:17 +0000 2018,"@Bitdominion @BitcoinDojin @ErikVoorhees There’s going to be bitcoin backed credit cards $mco and others, before you know it",0.0
Fri Mar 23 02:41:21 +0000 2018,#Ilovebitcoin because broken #bitcoin miners are easy to fix,1.0
Fri Mar 23 02:41:33 +0000 2018,"@Dunnestar @ProfFaustus If I buy 1 bitcoin per day and HODL, is that useless?",-1.0
Fri Mar 23 02:42:10 +0000 2018,@ProfFaustus @haseebinc @lopp @naval How many more of your dead friend's @bitcoin are you going to sell?,1.0
Fri Mar 23 02:42:22 +0000 2018,Looks like bitcoin is in retrograde again,0.0
Fri Mar 23 02:42:33 +0000 2018,So we're dumping #Bitcoin because @binance (an alt exchange) got a letter from Japanese regulators... Seems legit. BTFD,0.0
Fri Mar 23 02:42:43 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:42:46 +0000 2018,"Please remind me never to predict BTC again 🙈she’s sefinately a girl, clearing PMS’ing and pissing me off now .#Bitcoin",0.0
Fri Mar 23 02:43:00 +0000 2018,why dont care about bitcoin can i just broke it ill fix it tomorrow i think,-1.0
Fri Mar 23 02:43:38 +0000 2018,My bf is playing Tokyo Xanadu now and he just made the excellent point that Yuuki absolutely fucking mined bitcoin out the ass,1.0
Fri Mar 23 02:43:40 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:43:40 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:44:01 +0000 2018,The NSA Spied on Bitcoin Users – Leaked Documents by Snowden Reveal,0.0
Fri Mar 23 02:44:06 +0000 2018,Volume Spike triggered for $ethusd Interval 1h  #cryptocurrency #trading #bitcoin #crypto #technicalanalysis,0.0
Fri Mar 23 02:44:34 +0000 2018,"Please remind me never to predict BTC again 🙈she’s definitely a girl, clearly PMS’ing and pissing me off now .Time to grow a pair! #Bitcoin",1.0
Fri Mar 23 02:44:34 +0000 2018,@CobraBitcoin @Excellion @BitMEXResearch Why do you claim 'BCore altcoin is Bitcoin' on your site?,0.0
Fri Mar 23 02:44:41 +0000 2018,"WHAT ICO'S ARE YOU MOST LOOKING FORWARD TOO

Let me know of some that you are looking at

#Bitcoin #ICO's #ETHEREUM",1.0
Fri Mar 23 02:44:50 +0000 2018,"@CRYPTOCURRENC Give responds by cutting taxes and increase spending, currency devalues bitcoin soars",-1.0
Fri Mar 23 02:44:56 +0000 2018,"Time to start accepting taxes in #bitcoin @Cityofatlanta—you'd be unlocked in no time ;)

#crypto",1.0
Fri Mar 23 02:45:15 +0000 2018,"@lucamarra8 @thecryptofam $4M+ worth of XBT - Bitcoin Quanto Futures Contract - long position was liquidated, i.e. the position was lost.",1.0
Fri Mar 23 02:45:23 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:46:01 +0000 2018,@Bitcoin This is a great concept for the crypto community,1.0
Fri Mar 23 02:46:05 +0000 2018,@patribotics I think you're right about bitcoin.  It's overdue for some guidance anyway.,1.0
Fri Mar 23 02:46:21 +0000 2018,"In my heart, I believe bitcoin is ridiculous and that's dandy",-1.0
Fri Mar 23 02:46:35 +0000 2018,"Headed to the strip club, yo. What part of the G-string do I put the Bitcoin in?",0.0
Fri Mar 23 02:46:36 +0000 2018,@aliasvaughn This may be bitcoin bust which indirectly and directly is involved in Trump/Russia.,1.0
Fri Mar 23 02:47:03 +0000 2018,$8.2k #BTC #BITCOIN is enough dip for me STOP selling,0.0
Fri Mar 23 02:47:04 +0000 2018,I would love to see Bitcoin Private listed on koinex. #whatsnextonkoinex,1.0
Fri Mar 23 02:48:04 +0000 2018,Breaking News: Binance will be listing WAN( $WAN) soon #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews,-1.0
Fri Mar 23 02:48:11 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:48:28 +0000 2018,There is so much happening in #crypto We are literally changing the world right now #bitcoinminer #bitcoin #btc #bitcoinsfuture,1.0
Fri Mar 23 02:48:53 +0000 2018,@TheNvsibleHand Bitcoin is your gold and litecoin is your dollar. Plain and simple,-1.0
Fri Mar 23 02:48:55 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:49:05 +0000 2018,Bitcoin and all is cool but have you invested in a person that turned out totally worthless.,-1.0
Fri Mar 23 02:49:12 +0000 2018,"I guess we're going to revisit the $8115 and $8150 pivots.

God help us if they don't hold. $BTC #BTC #Bitcoin",0.0
Fri Mar 23 02:49:13 +0000 2018,"@marchmadness I’d like somebody to check the refs PayPal, Bitcoin, wallet or whatever the hell they use after the game.",-1.0
Fri Mar 23 02:49:42 +0000 2018,"Optimal tx fee: 0 satoshi per byte. 
BTC : $8399 / €6812 / £5948 @ Block 514751. 
Market Cap: 145.52B USD. #Bitcoin #ビットコイン",0.0
Fri Mar 23 02:49:47 +0000 2018,"@Bitcoin Why have so many attempts to get any kind of significant tx volume on BCash failed?

The Great BCash Failing Debate - A Flatline",1.0
Fri Mar 23 02:50:03 +0000 2018,"1 bitcoin = $8451.89 / 6859.976€
1 bitcoin-cash = $972.339 / 789.198€
1 ethereum = $517.33 / 419.89€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 02:50:16 +0000 2018,Who wants to fork bitcoin? This site is sold to him,1.0
Fri Mar 23 02:50:38 +0000 2018,Who is selling bitcoin right now? Is there some negative headline or potential news on the horizon?,-1.0
Fri Mar 23 02:50:40 +0000 2018,"#MAPS has 1 new tx
(📉 output: 0.00115192 BTC / 9.67 USD)
Final balance: 0.00000000 BTC / 0.00 USD
#donation #bitcoin #cryptopaymon 🦄🗿👍",1.0
Fri Mar 23 02:51:21 +0000 2018,Bitcoin value: $8421.92,0.0
Fri Mar 23 02:51:41 +0000 2018,"Trading crypto is a way of transferring money from the impatient to the patient.

#cryptocurrency  #bitcoin",-1.0
Fri Mar 23 02:51:53 +0000 2018,@The_GetawayGirl @fuzzlime Get sun then put on sun lotion buy bitcoin.,0.0
Fri Mar 23 02:52:19 +0000 2018,What are the mechanisms/methods you usually use for predicting bitcoin value?,-1.0
Fri Mar 23 02:52:41 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:54:12 +0000 2018,"I stopped checking crypto prices, and r/bitcoin a while back... is everything back to normal yet or is shit still hitting the fan",-1.0
Fri Mar 23 02:54:22 +0000 2018,"Fri Mar 23 03:54:01 2018 (17:40)
USD : 8406.46
Wght: 0.42
Blk#: 514752
Size: 1009.1 KB
TXs:  1961
Pool: 44 (0.0 MB)
#bitcoin",0.0
Fri Mar 23 02:54:33 +0000 2018,"Right now i have no idea the price of Bitcoin. Many many hours ago it was 8560. My pediction is 8800, a moderare rally",1.0
Fri Mar 23 02:54:34 +0000 2018,How much price of @Bitcoin will go till July? #Bitcoin,1.0
Fri Mar 23 02:54:42 +0000 2018,"@bitstein The truth hurts, whatever you call him...he’s talking economics behind bitcoin. He is absolutely right.",-1.0
Fri Mar 23 02:54:53 +0000 2018,New #bitcoin block 00000000000000000008167a540c3d094befe6c9543e2ece27071ab87641581c mined at height 514752.,1.0
Fri Mar 23 02:54:56 +0000 2018,another night staring at a screen instead of sleeping 😌 u feel me? #bitcoin #teamnosleep,0.0
Fri Mar 23 02:55:01 +0000 2018,I know this has to be fake but it’s still hilarious. Bitcoin jokes amuse me because of the this is to stupid to be real but yet,-1.0
Fri Mar 23 02:55:12 +0000 2018,"@humanifold @Blockstream @shesek Sorry, not interested in bitcoin. There are other better coins.",-1.0
Fri Mar 23 02:55:14 +0000 2018,"bitcoin: dead 
kinzcash: alive",-1.0
Fri Mar 23 02:55:21 +0000 2018,@DougKass What about all the bitcoin on the sidelines?,0.0
Fri Mar 23 02:55:22 +0000 2018,@Altcoinbuzzio Bitcoin duh,-1.0
Fri Mar 23 02:55:26 +0000 2018,@Altcoinbuzzio Bitcoin,0.0
Fri Mar 23 02:55:26 +0000 2018,Where have you been trading most lately? $crypto #bitcoin,1.0
Fri Mar 23 02:55:38 +0000 2018,@Altcoinbuzzio Bitcoin,0.0
Fri Mar 23 02:55:41 +0000 2018,Well @Google caused a bear market for crypto. gg everyone. We let a cooperation have the ultimate power over all of us. #bitcoin $BTC,0.0
Fri Mar 23 02:55:41 +0000 2018,@Altcoinbuzzio Bitcoin,0.0
Fri Mar 23 02:55:44 +0000 2018,"@seanhannity Silver and gold, silver and gold #bitcoin",0.0
Fri Mar 23 02:55:50 +0000 2018,@Altcoinbuzzio Bitcoin,0.0
Fri Mar 23 02:56:13 +0000 2018,"[me, hanging out with a bunch of pretentious hipsters]

“So bitcoin, amiright?”",-1.0
Fri Mar 23 02:56:26 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:56:41 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:56:53 +0000 2018,@QTRResearch bitcoin is not the same as blockchain. one is a derivative of a system that doesn't need to exist.,0.0
Fri Mar 23 02:57:09 +0000 2018,@Altcoinbuzzio Bitcoin. The obvious king,0.0
Fri Mar 23 02:57:18 +0000 2018,"@aliasvaughn Bitcoin, money laundering, TT, etc. So many to choose from.",1.0
Fri Mar 23 02:57:19 +0000 2018,@Altcoinbuzzio Bitcoin/litecoin,0.0
Fri Mar 23 02:57:20 +0000 2018,Bitfury-Backed Bitcoin Miner Secures Canadian Land Deal...,0.0
Fri Mar 23 02:57:22 +0000 2018,"Fri Mar 23 03:56:46 2018 (2:45)
USD : 8416.97
Wght: 0.42
Blk#: 514753
Size: 159.6 KB
TXs:  338
Pool: 55 (0.0 MB)
#bitcoin",0.0
Fri Mar 23 02:57:38 +0000 2018,@cz_binance Bitcoin is crashing! sell Sell SELL!,0.0
Fri Mar 23 02:57:48 +0000 2018,@Altcoinbuzzio Shorting bitcoin until downtrend is confirmed broken (not a joke),0.0
Fri Mar 23 02:57:52 +0000 2018,"@bitcoinyuri @Blockstream Sorry, no longer interested in Bitcoin.",-1.0
Fri Mar 23 02:57:54 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:57:54 +0000 2018,"@Altcoinbuzzio Litecoin IMHO short term. Bitcoin is long term. The higher you are, the farther you have to fall.",1.0
Fri Mar 23 02:58:22 +0000 2018,New #bitcoin block 0000000000000000005148b477c1afed7f77e76e5cf192d9b5bbb8c1804e1c6f mined at height 514754.,1.0
Fri Mar 23 02:58:23 +0000 2018,"Fri Mar 23 03:58:01 2018 (1:15)
USD : 8425.35
Wght: 0.42
Blk#: 514754
Size: 6.3 KB
TXs:  22
Pool: 172 (0.1 MB)
#bitcoin",0.0
Fri Mar 23 02:58:24 +0000 2018,@bittybitbit86 Yeah it’s ridiculous. Even worst case scenario that it gets shut down barely makes a dent in bitcoin future adoption,-1.0
Fri Mar 23 02:58:29 +0000 2018,it's called bitcoin because it's only worth a lil bit,1.0
Fri Mar 23 02:58:30 +0000 2018,@Footy_Cash bitcoin？,0.0
Fri Mar 23 02:58:46 +0000 2018,@APompliano Bitcoin and litecoin will be used. With smart contract and there technology there no limit. ⚡️🚀,1.0
Fri Mar 23 02:59:03 +0000 2018,Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30498.98000000 | BITCOIN(BLCHAIN) R$27938.63 | LITECOIN(MCDTBC) R$577.10000000,0.0
Fri Mar 23 02:59:07 +0000 2018,@NischalShetty Correction : Bitcoin is backed by math,0.0
Fri Mar 23 02:59:14 +0000 2018,@Altcoinbuzzio If they could have than Bitcoin would of been shut down long time ago !,-1.0
Fri Mar 23 02:59:24 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 02:59:29 +0000 2018,"@DrewPflaum @BITCOlNCASH @BitcoinCashFund @BCHmeetups Sorry, not interested in Bitcoin Cash.",-1.0
Fri Mar 23 02:59:34 +0000 2018,@Altcoinbuzzio #BITCOIN is KING all day long.,-1.0
Fri Mar 23 03:00:00 +0000 2018,You can buy 1995 Big Macs with 1 Bitcoin ⬇🍔,0.0
Fri Mar 23 03:00:00 +0000 2018,"Bad news: Bitcoin on the decline.
Current Rate: 8428.81 USD = 1 BTC",-1.0
Fri Mar 23 03:00:00 +0000 2018,"@ #1, Bitcoin with unit price of $8,451.49, market cap of $143,120,802,387 (44.31%), and 24 hr vol. of $5,441,800,000 (37.52%)",0.0
Fri Mar 23 03:00:00 +0000 2018,"Mar 22, 2018 08:00PM #Bitcoin Price:
USD 8695.66 | EUR 7048.24 | JPY 929250.00",0.0
Fri Mar 23 03:00:01 +0000 2018,"Bitcoin - BTC
Price: $8,444.87
Change in 1h: -2.2%
Market cap: $143,008,485,623.00
Ranking: 1
#Bitcoin #BTC",0.0
Fri Mar 23 03:00:01 +0000 2018,Current BTC Dominance: 44.31% #Bitcoin #Altcoin #Cryptocurrency,0.0
Fri Mar 23 03:00:02 +0000 2018,"Bitcoin:$8444.87
Ethereum:$516.81
Bitcoin Cash:$970.829
Litecoin:$158.655
Ripple:$0.635307
IOTA:$1.27057",0.0
Fri Mar 23 03:00:02 +0000 2018,I wish I could drop acid as hard as the price of Bitcoin.,-1.0
Fri Mar 23 03:00:03 +0000 2018,"1 bitcoin = $8451.49 / 6859.651€
1 bitcoin-cash = $970.829 / 787.973€
1 ethereum = $516.85 / 419.501€
#bitcoin #ethereum #bitcoincash",0.0
Fri Mar 23 03:00:02 +0000 2018,"Average Bitcoin market price is: USD 8,434.24, EUR 6,841.88",-1.0
Fri Mar 23 03:00:04 +0000 2018,2018-03-23 03:00 UTC Bitcoin Price: 8422.79 USD,0.0
Fri Mar 23 03:00:08 +0000 2018,"How could bitcoin be affected by a trade war?

The only trade war bitcoin is having right now is with the moon.",1.0
Fri Mar 23 03:00:09 +0000 2018,@NischalShetty #Bitcoin is backed by math,0.0
Fri Mar 23 03:00:06 +0000 2018,Cryptopia will be listing ColossusCoinXT ( $COLX) #cryptocurrency #blockchain #bitcoin #crypto #btc #ico #eth #xrp #trading #CryptoNews,0.0
Fri Mar 23 03:00:13 +0000 2018,"1 #BTC (#Bitcoin) quotes:
$8424.70/$8437.59 #Bitstamp
$8430.50/$8439.20 #Kraken
⇢$-7.09/$14.50
$8376.90/$8461.10 #Coinbase
⇢$-60.69/$36.40",0.0
Fri Mar 23 03:00:13 +0000 2018,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$24.2M; Support til $8200:$43.5M $BTC $BTCUSD #bitcoin #orderbook #markets #crypto,1.0
Fri Mar 23 03:00:17 +0000 2018,#Bitcoin Price 8419.00 USD via Chain,0.0
Fri Mar 23 03:00:20 +0000 2018,@NoTimeToSearch @cz_binance 😂😂😂people have such a small vision. How can you not see what bitcoin and blockchain technology is capable of.,-1.0
Fri Mar 23 03:00:26 +0000 2018,#XEM Price is 0.00003329 (-0.00000013) #BTC / 0.279434 (-0.00121) #USD. Market rank is 13. #nem #bitcoin #blockchain,-1.0
Fri Mar 23 03:00:28 +0000 2018,#SUB Price is 0.00004690 (-0.00000024) #BTC / 0.393709 (-0.00216) #USD. Market rank is 115. #substratum #bitcoin #blockchain,-1.0
Fri Mar 23 03:00:29 +0000 2018,#DASH Price is 0.0471977 (-0.00010940) #BTC / 396.804 (-4.38800) #USD. Market rank is 12. #dash #bitcoin #blockchain,-1.0
Fri Mar 23 03:00:29 +0000 2018,#EOS Price is 0.00078357 (+0.00000543) #BTC / 6.58764 (+0.05346) #USD. Market rank is 7. #eos #bitcoin #blockchain,-1.0
Fri Mar 23 03:00:30 +0000 2018,"BTC hourly update
$8443.18    |    -0.0203%📉
$BTC #BTCUSD #Bitcoin",0.0
Fri Mar 23 03:00:31 +0000 2018,#ADA Price is 0.00002267 (+0.00000000) #BTC / 0.190569 (+0.00023) #USD. Market rank is 6. #cardano #bitcoin #blockchain,-1.0
Fri Mar 23 03:00:36 +0000 2018,once bitcoin dominance hits around 50%+ that’s when the market will reverse and get health. calling it rn #ALTSEASONCOMEBAAAACCCCKKKK,0.0
Fri Mar 23 03:00:45 +0000 2018,"Dear @Snowden and @coinbase, Please #STFU. Sincerely, all #Crypto investors. #xrp #ripple #bitcoin #VergeFam #tron #trx",1.0
Fri Mar 23 03:00:48 +0000 2018,Bitcoin has inherent value as a decentralized currency but its current valuation is a bubble waiting to burst. #bitcoin,0.0
Fri Mar 23 03:00:52 +0000 2018,"#Bitcoin $8,429.15 v #BitcoinCash $968.57 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 12:00JST",0.0
Fri Mar 23 03:00:58 +0000 2018,Current price of Bitcoin is $8419.00,0.0
Fri Mar 23 03:01:00 +0000 2018,once bitcoin dominance hits around 50%+ that’s when the market will reverse and get healthy. calling it rn #ALTSEASONCOMEBAAAACCCCKKKK,1.0
Fri Mar 23 03:01:13 +0000 2018,@benshapiro What are your thoughts on Bitcoin/Litecoin and other crypto currencies?,-1.0
Fri Mar 23 03:01:27 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:01:37 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:01:38 +0000 2018,"@ledgerstatus Well said! Bitcoin is still young in financial terms, though growing quickly!",1.0
Fri Mar 23 03:01:48 +0000 2018,"Have we hit rock bottom in crypto yet?

#Crypto #Blockchain #Bitcoin",0.0
Fri Mar 23 03:02:01 +0000 2018,Current price of Bitcoin is $8419.00.,0.0
Fri Mar 23 03:02:25 +0000 2018,Current price of #Bitcoin is $8419.00,0.0
Fri Mar 23 03:02:59 +0000 2018,@blackwidowgrl You’re welcome sweetie and lol on bitcoin,1.0
Fri Mar 23 03:03:02 +0000 2018,@benshapiro What are you thoughts on Bitcoin/Litecoin and other crypto currencies?,-1.0
Fri Mar 23 03:03:04 +0000 2018,Good job #bitcoin #BTTC2018,1.0
Fri Mar 23 03:03:06 +0000 2018,The price of Bitcoin is $8419.00 right...now. 🕑,0.0
Fri Mar 23 03:03:12 +0000 2018,Current price of Bitcoin is $8419.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,1.0
Fri Mar 23 03:03:19 +0000 2018,"#Bitcoin is currently tired of going into space and visiting the moon.

Seems like the Earth's core is a new destination. ♨️#BTC $BTC",-1.0
Fri Mar 23 03:03:54 +0000 2018,"Fri Mar 23 04:03:18 2018 (5:17)
USD : 8407.19
Wght: 0.42
Blk#: 514755
Size: 610.1 KB
TXs:  822
Pool: 83 (0.0 MB)
#bitcoin",0.0
Fri Mar 23 03:04:05 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:04:08 +0000 2018,New #bitcoin block 0000000000000000004c95477f37ba7d0d5501f8476fb07720f81d41ae1c1ced mined at height 514755.,1.0
Fri Mar 23 03:04:11 +0000 2018,@TeaPainUSA Bitcoin regs?,0.0
Fri Mar 23 03:04:17 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
Fri Mar 23 03:04:20 +0000 2018,BTC $8444.87 Down -$198.43 -2.35% in the last hour #bitcoin #bitsmart,-1.0
Fri Mar 23 03:04:34 +0000 2018,BITCOIN IS AT 8407.1875,0.0
Fri Mar 23 03:04:46 +0000 2018,"@Cointelegraph Sorry, no longer interested in Bitcoin.",-1.0
Fri Mar 23 03:04:47 +0000 2018,@gavinandresen Are you at the Satoshi Vision Bitcoin Cash conference?,0.0
Fri Mar 23 03:04:48 +0000 2018,@Bitcoin Let's wait and see if a project supported by censored forum only could have any future.,0.0
Fri Mar 23 03:05:59 +0000 2018,seungri talking about bitcoin,0.0
Fri Mar 23 03:06:04 +0000 2018,@Altcoinbuzzio Bitcoin,0.0
Fri Mar 23 03:06:41 +0000 2018,@maximalistsnews More Bitcoin is More!,1.0
Fri Mar 23 03:06:47 +0000 2018,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",1.0
